model,alpha_strength,total_return,cagr,benchmark_cagr,annual_return,annual_volatility,sharpe,sortino,certainty_equivalent,max_drawdown,daily_es95,average_one_way_turnover,annual_turnover,total_transaction_cost,optimizer_success_rate,maximum_weight,maximum_change,minimum_active_trade,n_days,period,scope,strategy,transaction_cost_bps,rebalance_sessions,turnover_penalty_multiplier
quantile_hgb,0.005,0.6176854465173243,0.17390069424547594,0.14007748650178153,0.19497519104501704,0.2538598499419195,0.7680426467187518,0.686151326623057,0.0016407208074153412,-0.25764099700915166,-0.03735091577136541,0.009428464545429083,2.375973065448129,0.017819797990860968,1.0,0.20000000000000878,0.05000000000000049,0.010381915735843891,756,validation_tuning,all,ml,25.0,5,1.0
quantile_hgb,0.005,0.6873393418007254,0.19051300570380936,0.14007748650178153,0.20604867289483347,0.24453397159603774,0.8426177825108867,0.792376685693556,0.026658083101238128,-0.23390769656522603,-0.03605857031702403,0.0024086765432615393,0.606986488901908,0.00455239866676431,1.0,0.20000000000001025,0.050000000000000044,0.01048276055062709,756,validation_tuning,all,ml,25.0,5,2.0
quantile_hgb,0.005,0.6004890593429868,0.16972625132830355,0.14007748650178153,0.196580891696001,0.27077108645160736,0.7260039994378581,0.6460543157671818,-0.023370052078550446,-0.2781290110891139,-0.04022038294427838,0.0010356580295928196,0.2609858234573905,0.001957393675930429,1.0,0.20000000000000012,0.05000000000000002,0.010446606420778645,756,validation_tuning,all,ml,25.0,5,4.0
quantile_hgb,0.005,0.5590536119692491,0.15954342216906703,0.14007748650178153,0.18747561353850084,0.26775437619214726,0.7001775888957409,0.6099280448848721,-0.02760160437163689,-0.2916286808231421,-0.03838555496932575,0.010820937904410037,2.7268763519113293,0.020451572639334975,1.0,0.2000000000000001,0.05000000000000007,0.010012230332845859,756,validation_tuning,all,ml,25.0,10,0.5
quantile_hgb,0.005,0.6297424088526016,0.17680992440277454,0.14007748650178153,0.1950932287921293,0.24701083083553013,0.789816495625774,0.7345601484195222,0.012050177141952612,-0.23320884459877678,-0.0369014343294655,0.005732863366878945,1.4446815684534942,0.010835111763401207,1.0,0.20000000000000007,0.050000000000000044,0.01116213504348783,756,validation_tuning,all,ml,25.0,10,1.0
quantile_hgb,0.005,0.6544267822928316,0.182721569845385,0.14007748650178153,0.20030664981829674,0.24666417154320852,0.8120622000557091,0.7422742681093313,0.01777700924900455,-0.24568916964273912,-0.036399286931175646,0.0015977792299363535,0.4026403659439611,0.0030198027445797085,1.0,0.20000000000000656,0.05000000000000002,0.010781637591275412,756,validation_tuning,all,ml,25.0,10,2.0
quantile_hgb,0.005,0.7111378880483468,0.1960839678224655,0.14007748650178153,0.21598901907346896,0.26319094435410695,0.820655207585217,0.7549719867940031,0.00818059950344907,-0.2509564071619972,-0.0397226355851975,0.0008071208869310199,0.20339446350661702,0.0015254584762996277,1.0,0.2000000000000037,0.05000000000000002,0.010128421224679066,756,validation_tuning,all,ml,25.0,10,4.0
quantile_hgb,0.005,0.7204468524665728,0.19824903255594362,0.14007748650178153,0.21187767819475248,0.2434120351534053,0.8704486532936675,0.8382290240628496,0.03412942162218463,-0.21565407341286535,-0.036784647937470785,0.006342003451084785,1.5981848696733658,0.011986386522550243,1.0,0.2000000000000001,0.050000000000000044,0.010162565775472615,756,validation_tuning,all,ml,25.0,20,0.5
quantile_hgb,0.005,0.6712424303279307,0.1867151435790233,0.14007748650178153,0.20519826023780122,0.25304588799747635,0.8109132373644723,0.75335934145428,0.013101595940507194,-0.24185227703899947,-0.03754966720010095,0.0038529197860000886,0.9709357860720224,0.007282018395540168,1.0,0.20000000000000012,0.05000000000000043,0.010220413620685848,756,validation_tuning,all,ml,25.0,20,1.0
quantile_hgb,0.005,0.6617781967839063,0.1844707819323843,0.14007748650178153,0.20253803895744538,0.24999021860461068,0.8101838547442667,0.7434773431880631,0.015052710763502258,-0.24240359126415356,-0.03727766726515248,0.001380923099694002,0.34799262112288853,0.002609944658421664,1.0,0.20000000000000326,0.050000000000000044,0.010741202917936149,756,validation_tuning,all,ml,25.0,20,2.0
